Positive,Fixed,1,9V,3.3V,-,0.7V @ 300mA,300mA,650µA,-,-,-,Over Current   Over Temperature,-30°C ~ 80°C,Through Hole,TO-226-3   TO-92-3 (TO-226AA) (Formed Leads),TO-92-3
Positive,Fixed,1,35V,9V,-,-,150mA,6mA,6.5mA,44dB (120Hz),-,Over Current   Over Temperature,-30°C ~ 85°C,Surface Mount,TO-243AA,PW-MINI (SOT-89)
Positive,Fixed,1,45V,5V,-,0.3V @ 50mA,100mA,30µA,2.5mA,60dB (120Hz),-,Over Temperature   Reverse Polarity   Short Circuit   Transient Voltage,-40°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223
Positive,Fixed,1,14.5V,5V,-,0.37V @ 300mA,300mA,90µA,3mA,-,Enable,Over Current   Over Temperature,-40°C ~ 85°C,Surface Mount,SOT-23-6,SOT-23L-6
Positive,Adjustable,1,20V,1.21V,20V,0.55V @ 1.5A,1.5A,1mA,80mA,63dB (120Hz),Enable,Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Adjustable,1,150V,1.25V,125V,-,700mA,-,-,76dB (120Hz),-,Over Temperature   Short Circuit,0°C ~ 125°C,Through Hole,TO-220-3,TO-220-3
Positive,Adjustable,1,40V,Tracking,-,0.3V @ 10mA,50mA,20µA,5mA,48dB (100Hz),Enable,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 150°C,Surface Mount,6-SMD (5 Leads)   Gull Wing,PG-SCT595-5
Positive,Fixed,1,40V,5V,-,0.6V @ 400mA,400mA,4mA,80mA,54dB (100Hz),Inhibit   Reset,Over Temperature   Over Voltage   Reverse Polarity   Short Circuit   Transient Voltage,-40°C ~ 150°C,Surface Mount,14-SOIC (0.154"   3.90mm Width),PG-DSO-14
Positive,Fixed,1,45V,5V,-,0.5V @ 100mA,100mA,280µA,8mA,70dB (100Hz),Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 150°C,Surface Mount,14-SOIC (0.154"   3.90mm Width),PG-DSO-14
Positive,Fixed,1,45V,5V,-,0.5V @ 100mA,150mA,300µA,8mA,-,Reset,Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 150°C (TJ),Surface Mount,14-SOIC (0.154"   3.90mm Width),PG-DSO-14
Positive,Fixed,1,42V,5V,-,0.7V @ 550mA,650mA,1.5mA,90mA,54dB (100Hz),Reset,Over Current   Over Temperature   Over Voltage   Reverse Polarity   Short Circuit   Transient Voltage,-40°C ~ 150°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,PG-TO263-5-1
Positive,Fixed,1,40V,5V,-,0.7V @ 550mA,550mA,6µA,90mA,54dB (100Hz),Reset   Watchdog,Over Current   Over Temperature   Over Voltage   Reverse Polarity   Short Circuit,-40°C ~ 150°C (TJ),Surface Mount,TO-263-8   D²Pak (7 Leads + Tab)   TO-263CA,PG-TO263-7-1
Positive,Fixed,1,42V,3.3V,-,-,400mA,220µA,30mA,60dB (100Hz),Reset,Over Current   Over Temperature   Reverse Polarity   Short Circuit   Transient Voltage,-40°C ~ 150°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,PG-TO263-5-1
Positive,Adjustable,1,40V,2.5V,20V,0.5V @ 250mA,400mA,200µA,25mA,54dB (100Hz),Inhibit,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 150°C,Surface Mount,TO-252-5   DPak (4 Leads + Tab)   TO-252AD,P-TO252-5
Positive,Fixed,1,45V,5V,-,0.5V @ 150mA,200mA,200µA,12mA,-,Reset   Watchdog,Over Current   Over Temperature   Reverse Polarity   Short Circuit,-40°C ~ 150°C,Surface Mount,14-SOIC (0.154"   3.90mm Width),PG-DSO-14
Positive,Adjustable (Fixed),3,40V,5V   Tracking,-,0.55V @ 450mA   0.6V @ 50mA   0.6V @ 100mA,450mA   50mA   100mA,1.8mA,-,30dB (20Hz ~ 20kHz)   30dB (20hz ~ 20kHz)   30dB (20Hz ~ 20kHz),Enable   Reset   Watchdog,Over Temperature   Over Voltage   Reverse Polarity   Short Circuit   Transient Voltage,-40°C ~ 150°C,Surface Mount,20-PowerSOIC (0.433"   11.00mm Width),P-DSO-20-12
Positive,Fixed,1,12V,3.3V,-,0.5V @ 500mA,500mA,-,-,62dB (120Hz),-,Over Current   Over Temperature   Over Voltage,0°C ~ 125°C,Surface Mount,20-TSSOP (0.173"   4.40mm Width),20-TSSOP
Positive,Fixed,2,6V,3.3V   1.8V,-,0.28V @ 500mA   -,500mA   250mA,190µA,230µA,60dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Fixed,2,6V,3.3V   1.2V,-,0.28V @ 500mA   -,500mA   250mA,190µA,230µA,60dB (1KHz)   50dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Fixed,2,6V,3.3V   1.8V,-,0.28V @ 500mA   -,500mA   250mA,190µA,230µA,60dB (1KHz)   50dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Fixed,2,6V,3.3V   2.5V,-,0.28V @ 500mA   -,500mA   250mA,190µA,230µA,60dB (1KHz)   50dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Adjustable,2,6V,1.22V,5.5V,0.25V @ 1A   -,1A   2A,250µA,-,65dB (1kHz)   60dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,24-TSSOP (0.173"   4.40mm Width) Exposed Pad,24-HTSSOP
Positive,Adjustable,2,6V,1.22V,5.5V,0.25V @ 1A   -,1A   2A,250µA,-,65dB (1kHz)   60dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,24-TSSOP (0.173"   4.40mm Width) Exposed Pad,24-HTSSOP
Positive,Fixed,2,6V,3.3V   1.2V,-,0.25V @ 1A   -,1A   2A,250µA,-,65dB (1kHz)   60dB (1kHz),Enable   Power Good   Reset   Sequencing,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,24-TSSOP (0.173"   4.40mm Width) Exposed Pad,24-HTSSOP
Positive,Adjustable,1,24V,1.2V,15V,0.75V @ 50mA,50mA,4.2µA,-,60dB (100kHz),-,Over Current,-40°C ~ 125°C,Surface Mount,5-TSSOP   SC-70-5   SOT-353,SC-70-5
Positive,Adjustable,1,10V,1.2V,9.75V,0.2V @ 350mA,250mA,80µA,-,85dB ~ 50dB (10Hz ~ 1MHz),Enable,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Negative,Adjustable,1,-10V,-1.2V,-10V,0.5V @ 200mA,200mA,200µA,500µA,65dB ~ 48dB (1kHz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Negative,Fixed,1,-10V,-2.5V,-,0.5V @ 200mA,200mA,200µA,500µA,65dB ~ 48dB (1kHz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,5V,-,1.1V @ 250mA,250mA,225µA,325µA,60dB ~ 50dB (120Hz),Enable   Power Good,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,6V,1.8V,-,0.32V @ 1A,1A,225µA,325µA,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,6V,1.8V,-,0.32V @ 1A,1A,225µA,325µA,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,6V,1.8V,-,0.32V @ 1A,1A,225µA,325µA,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Adjustable,1,5.5V,1.2V,5.5V,0.15V @ 250mA,250mA,550µA,950µA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Short Circuit   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,3.3V,-,0.4V @ 500mA,500mA,400µA,550µA,51dB ~ 49dB (120Hz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,6.5V,3.3V,-,0.22V @ 250mA,250mA,65µA,-,60dB ~ 28dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,SOT-23-5
Positive,Fixed,1,6.5V,3.3V,-,0.22V @ 250mA,250mA,65µA,-,60dB ~ 28dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 105°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,SOT-23-5
Positive,Adjustable,1,6.5V,1.25V,6V,0.5V @ 500mA,500mA,65µA,-,66dB ~ 22dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,8-VDFN Exposed Pad,8-SON (3x3)
Positive,Adjustable,1,5.5V,1.2V,5.5V,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,2.5V,-,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,2.5V,-,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,3.3V,-,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,3.3V,-,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,3.3V,-,0.2V @ 400mA,400mA,550µA,1mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Adjustable,1,5.5V,1.2V,5.5V,0.5V @ 1A,1A,400µA,1.3mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Adjustable,1,5.5V,1.2V,5.5V,0.5V @ 1A,1A,400µA,1.3mA,58dB ~ 37dB (100Hz ~ 10kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-VDFN Exposed Pad,8-SON (3x3)
Positive,Fixed,1,5.5V,3.3V,-,0.3V @ 1.5A,1.5A,125µA,-,63dB (100Hz),Enable   Power Good   Reset Output,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Adjustable,1,5.5V,1.22V,5V,-,5A,200µA,-,60dB (100Hz),Enable   Power Good,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Fixed,1,5.5V,3.3V,-,0.5V @ 5A,5A,200µA,-,60dB (100Hz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Fixed,1,5.5V,3.3V,-,0.3V @ 3A,3A,200µA,-,62dB (100Hz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Fixed,1,16V,3.3V,-,0.28V @ 100mA,100mA,115µA,4mA,63dB (1kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Transient Voltage,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,3.3V,-,0.5V @ 150mA,150mA,100µA,140µA,60dB (1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,2.5V,-,-,250mA,50µA,-,63dB (1kHz),Enable   Power Good,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,10V,5V,-,0.25V @ 250mA,250mA,50µA,-,63dB (1kHz),Enable   Power Good,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Adjustable,1,10V,1.5V,5.5V,-,1A,125µA,-,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,20-PowerTSSOP (0.173"   4.40mm Width),20-HTSSOP
Positive,Fixed,1,10V,3.3V,-,0.58V @ 1A,1A,125µA,-,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Adjustable (Fixed),2,10V,3.3V   1.5 V ~ 5.5 V,-,0.58V @ 1A,1A,125µA,-,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,28-TSSOP (0.173"   4.40mm Width) Exposed Pad,28-HTSSOP
Positive,Fixed,2,10V,1.8V   3.3V,-,0.58V @ 1A,1A,125µA,-,60dB (1kHz),Enable   Reset,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,28-TSSOP (0.173"   4.40mm Width) Exposed Pad,28-HTSSOP
Positive,Adjustable,1,10V,1.2V,5.5V,-,1A,125µA,-,60dB (1kHz),Enable   Power Good,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Positive,Fixed,1,10V,3.3V,-,0.2V @ 100mA,100mA,28µA,-,60dB (1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,3.3V,-,0.2V @ 100mA,100mA,28µA,-,60dB (1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,10V,5V,-,0.17V @ 100mA,100mA,28µA,-,60dB (1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,3V,-,0.25V @ 150mA,150mA,1.3µA,8µA,40dB ~ 15dB (10Hz ~ 1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,6-WDFN Exposed Pad,6-SON (2x2)
Positive,Fixed,1,5.5V,3.3V,-,0.25V @ 150mA,150mA,1.3µA,8µA,40dB ~ 15dB (10Hz ~ 1kHz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,SOT-23-5
Positive,Fixed,1,5.5V,3.3V,-,0.51V @ 1.5A,1.5A,385µA,-,59dB ~ 32dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,5.5V,3.3V,-,0.51V @ 1.5A,1.5A,385µA,-,59dB ~ 32dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Fixed,1,5.5V,3.3V,-,0.9V @ 100mA,100mA,250µA,-,70dB ~ 37dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,3V,-,0.1V @ 100mA,100mA,250µA,-,70dB ~ 47dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 85°C,Surface Mount,SC-74A   SOT-753,SOT-23-5
Positive,Fixed,1,5.5V,2.5V,-,-,250mA,220µA,-,65dB ~ 40dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-PowerPad
Positive,Fixed,1,5.5V,2.5V,-,-,500mA,385µA,-,59dB ~ 39dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,5.5V,3.3V,-,0.16V @ 500mA,500mA,385µA,-,59dB ~ 39dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Adjustable,1,5.5V,1.2V,5.5V,-,1A,385µA,-,59dB ~ 42dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,5.5V,3.3V,-,0.33V @ 1A,1A,385µA,-,59dB ~ 42dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-223-6,SOT-223-6
Positive,Fixed,1,5.5V,1.8V,-,-,50mA,2µA,-,50dB (100Hz),Power Good,Over Current   Reverse Polarity,-40°C ~ 85°C,Surface Mount,5-TSSOP   SC-70-5   SOT-353,SC-70-5
Positive,Adjustable,1,6.5V,1.2V,6.5V,0.18V @ 200mA,200mA,60µA,-,70dB ~ 38dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,SOT-23-5
Positive,Fixed,1,6.5V,3.3V,-,0.16V @ 200mA,200mA,60µA,-,70dB ~ 38dB (100Hz ~ 100kHz),Enable,Over Current   Over Temperature   Reverse Polarity   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin   TSOT-23-5,SOT-23-5
Negative,Adjustable,1,-35V,-1.18V,-33V,0.6V @ 200mA,200mA,100µA,950µA,72dB (120Hz),Enable   Soft Start,Over Current   Over Temperature,-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-PowerPad
Positive,Adjustable,1,20V,1.21V,20V,0.45V @ 1.5A,1.5A,1.5mA,90mA,68dB (120Hz),Enable,Over Current   Over Temperature   Reverse Polarity,-40°C ~ 125°C,Surface Mount,TO-263-6   D²Pak (5 Leads + Tab)   TO-263BA,DDPAK/TO-263-5
Positive,Adjustable,1,35V,1.194V,33V,0.45V @ 1A,150mA,100µA,800µA,78dB (1kHz),Enable,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,8-TSSOP   8-MSOP (0.118"   3.00mm Width) Exposed Pad,8-MSOP-PowerPad
Positive,Adjustable (Fixed),1,6.5V,0.9V,5V,0.35V @ 1A,1A,4mA,-,-,Enable   Power Good   Soft Start,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-VQFN Exposed Pad,20-VQFN (5x5)
Positive,Adjustable (Fixed),1,6.5V,0.9V,5V,0.7V @ 3A,3A,4mA,-,-,Enable   Power Good   Soft Start,Over Current   Over Temperature   Under Voltage Lockout (UVLO),-40°C ~ 125°C,Surface Mount,20-VQFN Exposed Pad,20-VQFN (5x5)
Positive,Fixed,1,6V,2.5V,-,0.71V @ 100mA,150mA,3µA,-,-,-,Over Current   Short Circuit,-40°C ~ 85°C (TA),Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23
Positive,Fixed,1,20V,5V,-,-,200mA,600µA,-,62dB (120Hz),-,Over Temperature   Short Circuit,-55°C ~ 125°C,Surface Mount,TO-261-4   TO-261AA,SOT-223
